,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_min_impurity_decrease,param_max_depth,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
39,0.000524139404296875,4.4768788004032274e-05,0.00013885498046875,6.537366139073893e-06,entropy,0.007959183673469388,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.007959183673469388}",0.8,0.8,0.79375,0.79375,0.7875,0.795,0.0046770717334674574,19,0.796875,0.796875,0.8109375,0.8046875,0.8125,0.804375,0.006658523672707032
40,0.0005121707916259765,4.7886275164806436e-05,0.00013484954833984376,2.6999259313377505e-06,entropy,0.00816326530612245,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.00816326530612245}",0.8,0.8,0.79375,0.79375,0.7875,0.795,0.0046770717334674574,19,0.796875,0.796875,0.8109375,0.7984375,0.80625,0.8018750000000001,0.005711145900780327
41,0.0005095481872558593,4.5703890168222025e-05,0.00013437271118164063,3.3905770940077164e-06,entropy,0.00836734693877551,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.00836734693877551}",0.8,0.8,0.79375,0.79375,0.7875,0.795,0.0046770717334674574,19,0.796875,0.796875,0.8109375,0.7984375,0.80625,0.8018750000000001,0.005711145900780327
42,0.0005086421966552735,4.347975769856285e-05,0.00013446807861328125,2.5366661221066257e-06,entropy,0.008571428571428572,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.008571428571428572}",0.8,0.8,0.79375,0.79375,0.7875,0.795,0.0046770717334674574,19,0.796875,0.796875,0.8109375,0.7984375,0.80625,0.8018750000000001,0.005711145900780327
43,0.0005097389221191406,4.96419315618242e-05,0.0001349925994873047,3.6170542275453335e-06,entropy,0.008775510204081634,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.008775510204081634}",0.8,0.8,0.79375,0.79375,0.7875,0.795,0.0046770717334674574,19,0.796875,0.796875,0.8109375,0.7984375,0.80625,0.8018750000000001,0.005711145900780327
44,0.0005130290985107422,4.512638329828957e-05,0.0001354217529296875,3.6095029578734514e-06,entropy,0.008979591836734694,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.008979591836734694}",0.8,0.8,0.79375,0.79375,0.7875,0.795,0.0046770717334674574,19,0.796875,0.796875,0.8109375,0.7984375,0.80625,0.8018750000000001,0.005711145900780327
45,0.0005100727081298828,4.2373790043618256e-05,0.00013370513916015624,1.921600501976956e-06,entropy,0.009183673469387756,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.009183673469387756}",0.8,0.8,0.79375,0.79375,0.7875,0.795,0.0046770717334674574,19,0.796875,0.796875,0.8109375,0.7984375,0.80625,0.8018750000000001,0.005711145900780327
46,0.0005015373229980469,4.94323078327712e-05,0.00013785362243652345,6.243472024281658e-06,entropy,0.009387755102040816,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.009387755102040816}",0.8,0.8,0.79375,0.79375,0.79375,0.79625,0.003061862178479016,10,0.796875,0.796875,0.8109375,0.7984375,0.803125,0.8012499999999999,0.00535825881233819
47,0.0004881381988525391,4.134004912656669e-05,0.00014023780822753907,1.0863518421858323e-05,entropy,0.009591836734693878,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.009591836734693878}",0.8,0.8,0.79375,0.79375,0.79375,0.79625,0.003061862178479016,10,0.796875,0.796875,0.8109375,0.7984375,0.803125,0.8012499999999999,0.00535825881233819
48,0.00048699378967285154,3.780708287777385e-05,0.00013303756713867188,2.853064594583815e-06,entropy,0.009795918367346938,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.009795918367346938}",0.8,0.8,0.79375,0.79375,0.79375,0.79625,0.003061862178479016,10,0.796875,0.796875,0.8109375,0.7984375,0.803125,0.8012499999999999,0.00535825881233819
